id,createdBy,quote,createdDate,game
495,ArtAndSoul7,"His balls are too bald! -Penguin to Sage","2022-03-08 19:33:52.540000","Golf With Your Friends"
496,Super_Waffle_Bot,"I do not get enough and I am upset about that! - SuperPenguinTV ","2022-01-01 00:00:00.000000","Star Citizen"
497,Super_Waffle_Bot,"When I play off line! I don't want to say I am playing with myself cause I know it will get quoted! - Ghostcomm ","2022-01-12 00:00:00.000000","Marvel's Guardians of the Galaxy"
498,ArtAndSoul7,"I didn’t know where I was in relation to the hole! -Pesteh","2022-03-08 19:37:13.953000","Golf With Your Friends"
499,SageWiZe,"I would be smashing into your balls if collision was on! - pesteh","2022-03-08 19:50:37.369000","Golf With Your Friends"
5,SageWiZe,"Sage you failed me and I keep zoning out. I'm tired! Haha! - @ArtAndSoul7","2022-09-01 22:55:18.216000","Star Citizen"
50,SageWiZe,"I'm coming there right now! - Armrose","2022-09-11 01:08:44.776000","Star Citizen"
500,ArtAndSoul7,"There are two holes! -Pesteh","2022-03-08 20:26:58.228000","Golf With Your Friends"
501,Super_Waffle_Bot,"It's Like New and Scary to Me !!! - comicstud ","2021-12-25 00:00:00.000000","Star Citizen"
502,SuperPenguinTV,"You only need one good toy haha - ArtAndSoul7","2022-01-21 19:46:06.073000","Star Citizen"
503,SageWiZe,"How did you get up there? - SuperPenguinTV I fkt it! - pesteh","2022-03-08 20:30:14.361000","Golf With Your Friends"
504,Super_Waffle_Bot,"''The point of the game is to simulate first person life in an advanced space civilization'' MrSoffit","2021-12-10 00:00:00.000000","Star Citizen"
505,SageWiZe,"Ok this one is a pain in the ass one! - SuperPenguinTV","2022-03-08 20:30:45.624000","Golf With Your Friends"
506,ArtAndSoul7,"No half strokes?! -Sage","2022-03-08 20:33:23.722000","Golf With Your Friends"
507,ArtAndSoul7,"I couldn’t see the hole! -Penguin","2022-03-08 20:34:56.467000","Golf With Your Friends"
508,ArtAndSoul7,"Why have one hole when you can have two holes?! -Sage","2022-03-08 20:37:55.326000","Golf With Your Friends"
509,SageWiZe,"I've been giving it away to everybody! - yueizen","2022-03-08 20:39:28.438000","Golf With Your Friends"
51,SageWiZe,"Don’t let him fool you. He likes it when I break his shit. 😂 - ArtAndSoul7","2022-09-13 19:09:37.886000","Star Citizen"
510,Super_Waffle_Bot,"So I have to bend over and cough? - SuperPenguinTV ","2022-01-12 00:00:00.000000","A Way Out"
511,Super_Waffle_Bot,"I see it's coming it's coming Ghostcomm - comicstud It is? - Ghostcomm Here I come! - Ghostcomm","2022-01-01 00:00:00.000000","Star Citizen"
512,SageWiZe,"I feel like I have been getting fkt by everyone tonight! - SuperPenguinTV","2022-03-08 20:39:59.361000","Golf With Your Friends"
513,missgamerfan,"jizzle on it -SPTV","2022-01-21 19:54:44.978000","Star Citizen"
514,SageWiZe,"I always hate this hole! - Kstvl","2022-03-08 20:59:28.319000","Golf With Your Friends"
515,SageWiZe,"Look at the flowers coming out of his Ass! Yep! Penguin has been here I see flowers! - Ghostcomm","2022-03-09 19:39:59.110000","Golf It!"
516,Super_Waffle_Bot,"You got six kids Penguin you never pull back ! - CiscoPRTV ","2022-01-08 00:00:00.000000","Star Citizen"
517,SageWiZe,"I am totally Milking IT! - Ghostcomm","2022-03-09 19:43:21.846000","Golf It!"
518,Super_Waffle_Bot,"I'm going down ... I'm Going Down. Relax RELAX!!! - Ghostcomm ","2021-12-25 00:00:00.000000","Star Citizen"
519,SageWiZe,"Fuck! Mother Dick Nuts! - SuperPenguinTV","2022-03-09 20:14:19.865000","Golf It!"
52,SageWiZe,"Glad Sage isn’t hear to quote me. - ArtAndSoul7","2022-09-13 19:10:42.423000","Star Citizen"
520,ArtAndSoul7,"I was lining it up on you! -Penguin to Pesteh","2022-03-09 20:24:29.691000","Golf It!"
521,ArtAndSoul7,"You’ve missed a lot of stroking tonight! -Sage","2022-03-09 20:26:34.661000","Golf It!"
522,ArtAndSoul7,"Last hole bitches! -Penguin","2022-03-09 20:29:53.831000","Golf It!"
523,Super_Waffle_Bot,"A blow pop, you do one lick and a lot of sucking! lol - missgamerfan ","2022-01-07 00:00:00.000000","Star Citizen"
524,Super_Waffle_Bot,"Oh wow... haha Let's discuss that! Sage which one. @ArtAndSoul7 Cuck - ArtAndSoul7 ","2021-12-30 00:00:00.000000","Star Citizen"
525,Super_Waffle_Bot,"Oh they are giving me the rubber glove treatment. - Ghostcomm ","2022-01-12 00:00:00.000000","A Way Out"
526,SageWiZe,"I suck! ArtAndSoul7","2022-03-09 20:32:28.248000","Golf It!"
527,Super_Waffle_Bot,"It's fucking rock solid, let's go - SuperPenguinTV ","2022-01-01 00:00:00.000000","Star Citizen"
528,Super_Waffle_Bot,"This is great we are all laying down together my head is in penguins lap and TAML face in in my crotch. - Ghostcomm","2021-12-18 00:00:00.000000","Star Citizen"
529,ArtAndSoul7,"Oh fuck me! -Sage Not tonight, I told you Sagewize! -Penguin","2022-03-09 20:35:07.420000","Golf It!"
53,SageWiZe,"Calm your titties we are fine! Wait I am suppose to say calm your pasties! - SuperPenguinTV","2022-01-22 05:39:18.050000","Star Citizen"
530,ArtAndSoul7,"Smack that ball! Are we smackin the ball or strokin the ball? -Sage","2022-03-09 20:35:44.948000","Golf It!"
531,ArtAndSoul7,"Somebody hit my ball! -Sage You deserved that! -Penguin","2022-03-09 20:37:05.323000","Golf It!"
532,ArtAndSoul7,"My ball was just settling down! -Penguin","2022-03-09 20:38:12.518000","Golf It!"
533,ArtAndSoul7,"You gotta concentrate when you stroke it! -Sage","2022-03-09 20:39:18.438000","Golf It!"
534,Super_Waffle_Bot,"SageWiZe is Big on this one! - SuperPenguinTV","2021-12-25 00:00:00.000000","Star Citizen"
535,Super_Waffle_Bot,"I am a Boob guy! - comicstud","2021-12-18 00:00:00.000000","Star Citizen"
536,ArtAndSoul7,"Get fucked! -Penguin Of course! -Pesteh","2022-03-09 20:41:19.887000","Golf It!"
537,ArtAndSoul7,"You’re strokin it along a wall! -Sage She’s landscaping! -Ghost","2022-03-09 20:53:13.303000","Golf It!"
538,Super_Waffle_Bot,"i got the Brazilian Bikini Wax -ghostcomm ","2022-01-14 00:00:00.000000","Star Citizen"
539,ArtAndSoul7,"You gotta be the ball! -Sage","2022-03-09 21:05:50.704000","Golf It!"
54,SageWiZe,"I'm going to go look at the map! Where the fuck is the map? - SuperPenguinTV","2022-01-22 05:47:52.452000","Star Citizen"
540,Super_Waffle_Bot,"Click on the link and you can see how big they are! - SuperPenguinTV ","2022-01-15 00:00:00.000000","Star Citizen"
541,ArtAndSoul7,"To make the right one go, you have to think like the left one! -Ghost","2022-03-09 21:06:17.632000","Golf It!"
542,Super_Waffle_Bot,"He has a big cock too and I have seen it - SuperPenguinTV ","2022-01-01 00:00:00.000000","Star Citizen"
543,ArtAndSoul7,"You have to stroke it softer! -Sage","2022-03-09 21:06:33.271000","Golf It!"
544,ArtAndSoul7,"You gotta go a little harder on that! -Penguin","2022-03-09 21:18:20.556000","Golf It!"
545,ArtAndSoul7,"Just really stroke it hard! -Sage","2022-03-09 21:28:29.675000","Golf It!"
546,SageWiZe,"I just heard Jizzled and I got light headed! - Strannex","2022-01-21 19:55:04.652000","Star Citizen"
547,ArtAndSoul7,"Stroke it like you mean it! -Sage","2022-03-09 21:30:29.228000","Golf It!"
548,SageWiZe,"Oh shit, what is all this oil in my face? - SuperPenguinTV","2022-03-10 21:12:14.701000","Golf It!"
549,SageWiZe,"My engine stalled! NO! NO! - SuperPenguinTV loud boom ensues","2022-03-10 21:20:15.621000","Golf It!"
55,Super_Waffle_Bot,"the shit people would say i say! -penguin ","2021-12-30 00:00:00.000000","Star Citizen"
550,Super_Waffle_Bot,"It's Good in the cold it keeps all the heat in! - Ghostcomm ","2021-12-25 00:00:00.000000","Star Citizen"
551,Super_Waffle_Bot,"You can’t drink the merchandise! -Pesteh ","2022-01-14 00:00:00.000000","Star Citizen"
552,Super_Waffle_Bot,"I just wanted to turn it on! - Resistant_gaming","2022-01-15 00:00:00.000000","Star Citizen"
553,SageWiZe,"I found it hard to begin with! - TheAngryMidgetLady","2022-03-11 17:36:24.486000","Star Citizen"
554,SageWiZe,"I got head at a craft store for St Patties Day! - missgamerfan","2022-03-11 18:53:03.473000","Star Citizen"
555,SageWiZe,"Head would be good right now! This is horrible! OMG we got hit in the Rear! - SuperPenguinTV","2022-03-11 18:57:10.143000","Star Citizen"
556,Super_Waffle_Bot,"I can't get swings in my room! - SuperPenguinTV ","2022-01-01 00:00:00.000000","Star Citizen"
557,Super_Waffle_Bot,"Is there a quote from me - HazelnutGames","2021-12-30 00:00:00.000000","Star Citizen"
558,SageWiZe,"I got it in its rear end! - Thornberg84","2022-03-11 19:01:13.625000","Star Citizen"
559,SageWiZe,"I Something about the Hurricane ! I want totally Jiz in my pants! - SuperPenguinTV","2022-03-11 20:56:49.269000","Star Citizen"
56,SageWiZe,"First person that finds the right global emote gets a fuck! - SuperPenguinTV","2022-01-22 06:13:28.242000","Star Citizen"
560,SageWiZe,"That sounds like I am sucking up a little bit! - TheAngryMidgetLady","2022-03-11 21:00:07.110000","Star Citizen"
561,SageWiZe,"Now I am up on it! I got it down my throat! - Ciscoprtv","2022-03-11 22:44:41.285000","Star Citizen"
562,SageWiZe,"Yeah I know but he is pulling up hard! - WaveSaver","2022-03-11 22:53:30.153000","Star Citizen"
563,SageWiZe,"My Noodle is never Moist! - TheNickNZ","2022-03-11 23:05:47.124000","Star Citizen"
564,SageWiZe,"My Pole is up in chat Guys! - SuperPenguinTV","2022-09-04 21:26:19.379000","Star Citizen"
565,Super_Waffle_Bot,"I have been bonking my head ever since! -Ghostcomm ","2022-01-15 00:00:00.000000","Star Citizen"
566,Super_Waffle_Bot,"Why are you screaming at me like a Dildo? - SuperPenguinTV ","2022-01-14 00:00:00.000000","Star Citizen"
567,ArtAndSoul7,"Send me your shitties! -Penguin","2022-03-11 23:10:51.814000","Star Citizen"
568,SageWiZe,"There is brown spots all over my my costume. It Dribbles down. That is why there is no black light in my studio! - SuperPenguinTV","2022-01-21 20:08:37.164000","Star Citizen"
569,Super_Waffle_Bot,"Everything on this stream is 100% bullshit! -Penguin ","2021-11-16 00:00:00.000000","Star Citizen"
57,SageWiZe,"What time you get off Penguin? - ArtAndSoul7","2022-01-22 16:49:09.148000","Star Citizen"
570,Super_Waffle_Bot,"Sorry Ghostcomm I had to pull that one OUT! - SuperPenguinTV ","2021-12-25 00:00:00.000000","Star Citizen"
571,ArtAndSoul7,"Send me your titties! -Penguin to AML","2022-03-11 23:11:32.340000","Star Citizen"
572,Super_Waffle_Bot,"What are you, our Dad? - ArtAndSoul7 ","2022-01-02 00:00:00.000000","Star Citizen"
573,SageWiZe,"I took a load today! - CiscoPRTV","2022-03-11 23:41:36.228000","Star Citizen"
574,SageWiZe,"I am selling my astroglide! - SuperPenguinTV","2022-03-12 00:15:57.645000","Star Citizen"
575,SageWiZe,"My joystick doesn't work! - SuperPenguinTV","2022-03-12 00:43:54.101000","Star Citizen"
576,SageWiZe,"I got a bunch of things on my ass! - Ciscoprtv","2022-03-12 00:44:30.401000","Star Citizen"
577,Super_Waffle_Bot,"I will suck all 11 of your toes, the 11th comes with extra protein. OMG Toe Tits Hahahaha - Resistant_gaming ","2022-01-15 00:00:00.000000","Star Citizen"
578,Ghostcomm,"Angry Midget Lady Do you miss playing with us? - SuperPenguinTV","2022-03-12 23:58:40.924000","Star Citizen"
579,SageWiZe,"I got to whip the lizard out and go pee! - SuperPenguinTV Wash your hands - Strannex Why I know where my dick has been! - SuperPenguinTV Wow! - Strannex","2022-01-21 20:28:48.152000","Star Citizen"
58,ArtAndSoul7,"its not about how big it is.. its how you use it?!? so i’m told Kappa -Leithius","2022-09-04 18:54:53.320000","Star Citizen"
580,Super_Waffle_Bot,"If it comes out Runny! You got a bad case of BBQ sauce! - SuperPenguinTV","2022-01-14 00:00:00.000000","Star Citizen"
581,SageWiZe,"It did not do what I wanted it to do! I'm going to pinch it this time! - SuperPenguinTV","2022-03-15 17:41:57.891000","War Thunder"
582,ArtAndSoul7,"Oh, he fucked you! -Penguin","2022-03-15 17:46:19.063000","War Thunder"
583,SageWiZe,"Please stop fucking me, bot! - pesteh","2022-03-15 17:58:15.368000","War Thunder"
584,ArtAndSoul7,"It is your fault you keep dropping your pants though. -ACorpse to Pesteh","2022-03-15 18:00:55.202000","War Thunder"
585,Super_Waffle_Bot,"I like it when it comes down! Not when it sticks! - Ciscoprtv ","2021-12-25 00:00:00.000000","Star Citizen"
586,Super_Waffle_Bot,"Do you want to see my Deck? - SuperPenguinTV","2021-12-18 00:00:00.000000","Star Citizen"
587,SageWiZe,"You want to wait till it goes down then go into the Ball Hole! - SuperPenguinTV","2022-03-16 18:23:15.434000","Golf It!"
588,SageWiZe,"Where is it? I can not see it!- Ghostcomm In the middle! - SuperPenguinTV","2022-03-16 18:37:44.919000","Golf It!"
589,Super_Waffle_Bot,"Suck on it and bite it! - missgamerfan ","2022-01-15 00:00:00.000000","Star Citizen"
59,Super_Waffle_Bot,"did he say dicked boned? -mgf","2022-01-08 00:00:00.000000","Star Citizen"
590,SageWiZe,"You like to beat everybody? - resistant_gaming Yes - missgamerfan","2022-01-21 20:45:57.925000","Star Citizen"
591,SageWiZe,"OMG it is so hard! Pain in the ass! Oh, I bounced out of the hole! - SuperPenguinTV","2022-03-16 18:39:35.718000","Golf It!"
592,ArtAndSoul7,"That’s for all of you trying to knock the balls out! -Penguin","2022-03-16 18:41:04.619000","Golf It!"
593,Super_Waffle_Bot,"I do not need a Gun I am the GUN. Nake Pastie Pub Crawl - Ghostcomm","2021-12-18 00:00:00.000000","Star Citizen"
594,ArtAndSoul7,"Holy shit! How many holes are there?! -Penguin","2022-03-16 18:41:31.531000","Golf It!"
595,ArtAndSoul7,"OMG He ate me again! That damn sexual plant! -Sage","2022-03-16 19:34:38.039000","Golf It!"
596,ArtAndSoul7,"I was drinking my Guinness! Calm your titties! -Penguin","2022-03-17 17:41:12.025000","Sea of Thieves"
597,SageWiZe,"His is almost as big as mine! - SuperPenguinTV","2022-03-17 18:06:32.492000","Sea of Thieves"
598,SageWiZe,"I got 4 pieces on me and 8 holes! - SuperPenguinTV","2022-03-17 18:31:46.594000","Sea of Thieves"
599,ArtAndSoul7,"I’m out of wood! You got any wood?! -Penguin to Pesteh","2022-03-17 18:32:21.785000","Sea of Thieves"
6,SageWiZe,"When’s the September car crawl? - @ArtAndSoul7","2022-09-01 23:00:05.066000","Star Citizen"
60,Super_Waffle_Bot,"I know, I do a very good job at sucking! - SuperPenguinTV Do you spit or swallow? - SuperPenguinTV I swallow - SuperPenguinTV I swallow - missgamerfan ","2022-01-15 00:00:00.000000","Star Citizen"
600,Super_Waffle_Bot,"The Front is not white anymore it's covered in Jager! - SuperPenguinTV","2022-01-02 00:00:00.000000","Star Citizen"
601,SageWiZe,"Just dicking around in snow runner and Falloout 4. - Kstvl","2022-09-02 20:41:10.709000","Star Citizen"
602,SageWiZe,"Her nipples are probably 3 inches long - SuperPenguinTV I played myself! - resistant_gaming","2022-01-21 20:51:15.117000","Star Citizen"
603,Super_Waffle_Bot,"I don't ever wake up! Wait I do, otherwise I would be dead. - pesteh ","2021-12-30 00:00:00.000000","Star Citizen"
604,Super_Waffle_Bot,"I like Playing with myself! - Ghostcomm","2021-12-25 00:00:00.000000","Star Citizen"
605,ArtAndSoul7,"You’ll have to touch his balls and sack. -Pesteh","2022-03-17 19:19:17.763000","Sea of Thieves"
606,SageWiZe,"Oh! Your Balls have feathers! That is pretty useful sometimes! - Ghostcomm","2022-03-17 19:20:53.147000","Sea of Thieves"
607,Super_Waffle_Bot,"How do people do it and stay awake the rest of the stream. - Ghostcomm ","2022-01-14 00:00:00.000000","Star Citizen"
608,SageWiZe,"Harpoon My Ass Bitches - SuperPenguinTV","2022-03-17 19:50:58.930000","Sea of Thieves"
609,SageWiZe,"Penguin I am at the back of your ship! Do you want me to close it up and come in? - WaveSaver","2022-03-17 21:27:04.244000","Star Citizen"
61,missgamerfan,"add I almost reamed penguin -Thornberg","2022-01-22 17:06:26.935000","Star Citizen"
610,SageWiZe,"It slides right in Penguin? - TheAngryMidgetLady","2022-03-17 21:31:56.075000","Star Citizen"
611,SageWiZe,"I will just go over here and fuck myself in the corner! - resistant_gaming","2022-03-17 21:51:37.272000","Star Citizen"
612,ArtAndSoul7,"Eat a dick, Penguin! -Pesteh","2022-03-18 17:56:33.211000","Star Citizen"
613,SageWiZe,"SageWiZe Is ArtAndSoul7 on the phone with you? - SuperPenguinTV","2022-01-21 22:25:25.604000","Star Citizen"
614,SageWiZe,"Coming for the Boss! - Cnshoot","2022-03-18 18:19:41.342000","Star Citizen"
615,Super_Waffle_Bot,"Did you like my bean - Resistant_gaming It had a wang to it! - missgamerfan ","2022-01-15 00:00:00.000000","Star Citizen"
616,SageWiZe,"You can Toss as much as you want! - SuperPenguinTV","2022-03-18 19:06:58.209000","Star Citizen"
617,Super_Waffle_Bot,"One Day At Moist Camp! - SageWiZe ","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
618,Super_Waffle_Bot,"I am on his stream where he talks about his dads ginormous cock ! - comicstud ","2022-01-02 00:00:00.000000","Star Citizen"
619,SageWiZe,"She never complained about my sucking! - Cnshoot","2022-03-18 22:06:20.803000","Star Citizen"
62,SageWiZe,"I almost rammed SuperPenguinTV - thornberg84","2022-01-22 17:06:37.033000","Star Citizen"
620,Super_Waffle_Bot,"I can eyeball the rough size of it! - Ghostcomm ","2022-01-14 00:00:00.000000","Star Citizen"
621,Super_Waffle_Bot,"No No NO Noooo It's actually getting annoying. Little Nightmares II Death count - SuperPenguinTV","2021-12-27 00:00:00.000000","Little Nightmares II"
622,SageWiZe,"SageWiZe licked @ArtAndSoul7 until @ArtAndSoul7 was squishy, yeah.. squishy. - Super_Waffle_Bot","2022-03-19 16:42:29.524000","Star Citizen"
623,SageWiZe,"I am going to have strip naked and backspace! - SuperPenguinTV","2022-03-19 17:34:27.165000","Star Citizen"
