id,createdBy,quote,createdDate,game
670,Super_Waffle_Bot,"Oh! I was so Close... I thought I had it there. - SuperPenguinTV","2021-12-27 00:00:00.000000","Little Nightmares II"
671,SageWiZe,"Sleep is God, Go Pray! - WaveSaver","2022-03-20 02:14:04.060000","Star Citizen"
672,SageWiZe,"I love my Carrot! - Ghostcomm","2022-03-20 02:15:52.133000","Star Citizen"
673,SageWiZe,"Damm thishas gotten hard haha! - ArtAndSoul7","2022-03-23 17:09:07.503000","Sea of Thieves"
674,Super_Waffle_Bot,"Bareback is always better! - SuperPenguinTV","2022-01-14 00:00:00.000000","Star Citizen"
675,Super_Waffle_Bot,"Give it to us Ghost ''In sultry voice'' - missgamerfan","2022-01-15 00:00:00.000000","Star Citizen"
676,SageWiZe,"Pesteh has been down below deck pounding wood the whole time! - SuperPenguinTV","2022-03-23 19:06:40.200000","Sea of Thieves"
677,SageWiZe,"I landed him on his deck! - WaveSaver","2022-03-23 19:58:36.717000","Sea of Thieves"
678,Super_Waffle_Bot,"Just shoot my butt! -Sagewize ","2022-01-06 00:00:00.000000","Star Citizen"
679,Super_Waffle_Bot,"There are so many bartenders they just keep coming! I ordered a beer through you! - SuperPenguinTV ","2021-12-18 00:00:00.000000","Star Citizen"
68,missgamerfan,"My nuts! -MGF","2022-01-22 17:36:47.281000","Star Citizen"
680,SageWiZe,"You showed up and finished right when I hit X! - Wavesaver","2022-03-23 20:44:01.189000","Sea of Thieves"
681,SageWiZe,"Oh! We got a big tentacle giving us love! - Wavesaver","2022-03-23 21:21:41.120000","Sea of Thieves"
682,SageWiZe,"Oh Shit! Someone is going to get sucked! - Ghostcomm","2022-03-23 21:22:17.215000","Sea of Thieves"
683,SageWiZe,"I will be down for doing it again tomorrow night, if your up to it! - SuperPenguinTV","2022-03-23 21:44:40.372000","Sea of Thieves"
684,SageWiZe,"Do you want to harpoon me? - pesteh","2022-03-24 19:13:49.236000","Sea of Thieves"
685,Super_Waffle_Bot,"Oh Shit no No NO Let me Out Ahhhhooooohhh Sigh - SuperPenguinTV ","2021-12-27 00:00:00.000000","Little Nightmares II"
686,SageWiZe,"Anybody want to go do the lil blue hole over there? - SuperPenguinTV","2022-03-29 18:47:48.868000","Sea of Thieves"
687,SageWiZe,"It did go up Tsunamisan It did go up! - SuperPenguinTV","2022-09-04 21:39:13.765000","Star Citizen"
688,Super_Waffle_Bot,"I’m coming, I’m coming, I’m coming. No I’m not coming that way! -Penguin ","2021-12-18 00:00:00.000000","Star Citizen"
689,Super_Waffle_Bot,"What's in your way? - Ghostcomm The fucking Planet! - SuperPenguinTV","2022-01-14 00:00:00.000000","Star Citizen"
69,ArtAndSoul7,"SuperPenguinTV really I thought it was telling us about your pornhub history LUL -KSTVL","2022-09-04 18:59:04.757000","Star Citizen"
690,Super_Waffle_Bot,"Me and pesteh are having a moment! - comicstud ","2021-12-30 00:00:00.000000","Star Citizen"
691,SageWiZe,"I am pulling the chain but nothing is happening! - SuperPenguinTV","2022-03-29 18:49:34.990000","Sea of Thieves"
692,SuperPenguinTV,"Unload quick so they can't cum - Sagewize","2022-03-29 19:20:26.666000","Sea of Thieves"
693,SageWiZe,"Unload quick so people don't come! - SuperPenguinTV","2022-03-29 19:20:46.929000","Sea of Thieves"
694,Super_Waffle_Bot,"Just say shoot my butt - SageWiZe Is someone gonna quote this? - pesteh ","2022-01-06 00:00:00.000000","Star Citizen"
695,SageWiZe,"Look out for that Rock in front of us! - SageWiZe We will not hit it! - SuperPenguinTV Oh Shit! Bail.. Bail...","2022-03-31 18:13:43.888000","Sea of Thieves"
696,SageWiZe,"Exit to menu you Dick Knob! - TheAngryMidgetLady","2022-04-02 01:30:29.099000","Star Citizen"
697,SageWiZe,"I'm not in game and I almost hit left bracket when you said sharing - WaveSaver You know your a SC addict when... superp64Love superp64Salute superp64Bacon superp64Bacon superp64Love","2022-04-02 01:47:31.589000","Star Citizen"
698,ArtAndSoul7,"How do you know his (Cisco’s) ass is happy? -Thornberg Because it gets used a lot! -Penguin","2022-04-06 18:46:04.130000","Star Citizen"
699,ArtAndSoul7,"He’s trying to fuck you! -Penguin","2022-04-14 21:55:49.439000","Star Citizen"
7,SageWiZe,"I could be that kind of dick hole! - @SuperPenguinTV","2022-09-02 00:01:40.684000","Star Citizen"
70,Super_Waffle_Bot,"streaming daddy looking for a streaming mommy! -comicstud ","2021-12-30 00:00:00.000000","Star Citizen"
700,Super_Waffle_Bot,"To Valor To Honor to getting on her to staying on her and if you cant come in her come on her - Resistant_gaming ","2022-01-15 00:00:00.000000","Star Citizen"
701,SageWiZe,"You can go deliver packages! - missgamerfan I will deliver your package! - resistant_gaming Make sure you put holes in it so I can ... It! - @missgamerfan","2022-01-21 23:45:55.741000","Star Citizen"
702,ArtAndSoul7,"Ghostcomm likes touching people in inappropriate ways! -Penguin In ghostly ways? -Sage","2022-04-14 22:15:15.323000","Star Citizen"
703,Super_Waffle_Bot,"If you need a Hand just give me a shout and I can help you! - pesteh ","2022-01-14 00:00:00.000000","Star Citizen"
704,Super_Waffle_Bot,"What is That? I do not want to deal with that thing. OMG! - SuperPenguinTV","2021-12-27 00:00:00.000000","Little Nightmares II"
705,SageWiZe,"I am usually bottom but I guess I will do top. - WaveSaver","2022-04-14 23:53:39.720000","Star Citizen"
706,missgamerfan,"The French went down the wrong tube -MGF","2022-04-15 17:07:01.115000","Star Citizen"
707,SageWiZe,"!It's gonna be an absolute clusterfuck! pesteh","2022-04-15 18:19:23.533000","Star Citizen"
708,Super_Waffle_Bot,"Ok This is Nothing but a big Cock Tease! Yep all cock tease the highest one is 6% - SuperPenguinTV ","2022-01-06 00:00:00.000000","Star Citizen"
709,SageWiZe,"Naked is always perferred! ArtAndSoul7","2022-04-15 19:50:52.575000","Star Citizen"
71,SageWiZe,"404 Error, page not found or file not found.","2022-01-22 18:01:40.000000","Star Citizen"
710,SageWiZe,"I'm Watching CiscoPRTV s Cod Piece Flapping in the Wind! - @WaveSaver","2022-04-15 22:09:21.241000","Star Citizen"
711,SageWiZe,"Your loin cloth is at a 90 degree angel and undulating! CiscoPRTV - WaveSaver","2022-04-15 22:12:54.090000","Star Citizen"
712,SageWiZe,"He doesn't stream he always gets off too soon. LUL - Tsunamisan","2022-09-02 20:41:59.883000","Star Citizen"
713,Super_Waffle_Bot,"Did you say to tickle your balls? = Ghostcomm ","2021-12-18 00:00:00.000000","Star Citizen"
714,Super_Waffle_Bot,"Ok Whose Camel Toe is in my Face? - Resistant_gaming ","2022-01-15 00:00:00.000000","Star Citizen"
715,ArtAndSoul7,"It’s a two pump chump! -Cisco","2022-04-15 22:39:51.167000","Star Citizen"
716,SageWiZe,"Why do you think I have had a deep man voice twice in the last few months! - ArtAndSoul7","2022-04-15 22:43:51.367000","Star Citizen"
717,Super_Waffle_Bot,"Charlie is really Fucking Me! - pesteh ","2022-01-14 00:00:00.000000","Star Citizen"
718,SageWiZe,"Hahaha.... And Penguin moves the kid convo onto sex Love it! - ArtAndSoul7","2022-04-15 23:18:13.837000","Star Citizen"
719,ArtAndSoul7,"Would you trade your left nut for it? -Cisco I’d trade both my nuts for it because I don’t need them anymore. -Penguin","2022-04-15 23:19:53.310000","Star Citizen"
72,Super_Waffle_Bot,"I can see you masturbating in there! Can I get some Privacy Please! - SuperPenguinTV - comicstud ","2022-01-08 00:00:00.000000","Star Citizen"
720,Super_Waffle_Bot,"Oh This Can't be good! - SuperPenguinTV","2021-12-27 00:00:00.000000","Little Nightmares II"
721,SageWiZe,"Give him a bag of gummy dicks! - Thornberg84 Where can you get those at? Wait I retract that! - HazelnutGames If they are gummy dicks you do not need to retract them! - SageWiZe","2022-04-16 18:09:39.939000","Star Citizen"
722,SageWiZe,"There is so much lubrication it's filling the whole tube! Thornberg84","2022-04-16 18:44:01.560000","Star Citizen"
723,Super_Waffle_Bot,"I need to stay on top of Strannex - missgamerfan ","2022-01-07 00:00:00.000000","Star Citizen"
724,SageWiZe,"Why are we polling/pulling bacon? - missgamerfan Oh! This goes Hard! I like this! - resistant_gaming","2022-01-21 23:50:09.477000","Star Citizen"
725,SageWiZe,"I can not keep track of whos thing I am in! - HazelnutGames","2022-04-16 18:54:46.940000","Star Citizen"
726,Super_Waffle_Bot,"I want you to put all 7 of my beans in your mouth at once. Wow you were quick with it.! - Resistant-gaming ","2022-01-15 00:00:00.000000","Star Citizen"
727,ArtAndSoul7,"We got a hole back here. We got multiple holes back here. -Penguin","2022-04-20 18:33:27.289000","Sea of Thieves"
728,SuperPenguinTV,"gib head... oh wait - frozen6169","2022-04-21 17:59:00.450000","Star Citizen"
729,SageWiZe,"No Head, No Suck! hehe! - missgamerfan","2022-04-21 18:10:08.353000","Star Citizen"
73,Super_Waffle_Bot,"Here it comes patients! Alright here it is! all right all right. - Ghostcomm ","2022-01-15 00:00:00.000000","Star Citizen"
730,Super_Waffle_Bot,"Man, Charlie is really fucking me! - pesteh ","2022-01-14 00:00:00.000000","Star Citizen"
731,ArtAndSoul7,"Can someone fluff his balls over here? He’s got old man skin. -Penguin","2022-04-21 21:21:09.197000","Star Citizen"
732,SageWiZe,"I have a new black leather jacket with zip up pockets so I can stuff them when I can't carry my sack! - ArtAndSoul7","2022-04-21 21:27:29.375000","Star Citizen"
733,ArtAndSoul7,"You could masterbate KS. I guarantee you can see some stuff under a black light on that new chair of yours. -Penguin","2022-04-21 22:58:45.140000","Star Citizen"
734,ArtAndSoul7,"That guy got popped like a pimple! -Penguin","2022-04-21 23:49:11.261000","Star Citizen"
735,SageWiZe,"OMG you guys are such dick holes on the vote! - SuperPenguinTV","2022-01-21 23:50:47.822000","Star Citizen"
736,Super_Waffle_Bot,"I have a beer gut because of you guys! -Penguin ","2021-11-21 00:00:00.000000","Star Citizen"
737,Super_Waffle_Bot,"Yeah I didn't do that on purpose TheAngryMissgamer - superpenguintv ","2021-12-27 00:00:00.000000","Little Nightmares II"
738,Super_Waffle_Bot,"Nothing comes in my ass! Things only come out of my ass! - SuperPenguinTV","2022-01-15 00:00:00.000000","Star Citizen"
739,Super_Waffle_Bot,"i thought it said cock not cook -penguin ","2022-01-07 00:00:00.000000","Star Citizen"
74,Super_Waffle_Bot,"Did he say dicked bone? - missgamerfan ","2022-01-08 00:00:00.000000","Star Citizen"
740,Ghostcomm,"Ok Can you get off? - SuperPenguintv says while looking under his desk.","2022-04-22 22:31:05.503000","Star Citizen"
741,SageWiZe,"CiscoPRTV are you going to play with me tonight? - SuperPenguinTV","2022-04-23 01:12:02.950000","Star Citizen"
742,SageWiZe,"I need to loose a load! Can someone help out? - ciscoprtv","2022-04-23 19:27:48.626000","Star Citizen"
743,Super_Waffle_Bot,"Tonight is a pre lube to tomorrows dicking around! - SuperPenguinTV ","2022-01-14 00:00:00.000000","Star Citizen"
744,SageWiZe,"You sound super calm tonight! - SuperPenguinTV I am sober! - pesteh Take a shot! - SuperPenguinTV","2022-04-24 18:32:11.945000","Star Citizen"
745,ArtAndSoul7,"Can you reach your foot with your tongue? -Pesteh to Penguin","2022-04-24 18:40:36.595000","Star Citizen"
746,SageWiZe,"You were doing it a little to fast! - SuperPenguinTV","2022-01-22 00:12:21.804000","Star Citizen"
747,ArtAndSoul7,"Don’t quit masturbating on my behalf! Keep that on going… stroke that stuff hard and fast! -Penguin to Octane","2022-04-24 18:59:25.785000","Star Citizen"
748,SageWiZe,"OMG! I just farted and it smells like god awful rotten eggs! - SuperPenguinTV","2022-04-24 20:16:07.970000","Star Citizen"
749,ArtAndSoul7,"On my screen, my hand was on your crotch! -Wave to Penguin","2022-04-29 23:08:32.003000","Star Citizen"
75,SageWiZe,"Make sure he eats some nasty balls beans! - thornberg84","2022-01-22 18:03:53.168000","Star Citizen"
750,Super_Waffle_Bot,"So I had to get naked to get served by the Bartender - Ghostcomm","2021-12-18 00:00:00.000000","Star Citizen"
751,SageWiZe,"I told you I got to pull out! - SuperPenguinTV","2022-04-30 18:58:04.662000","Star Citizen"
752,SageWiZe,"It does eventually pop up! - SuperPenguinTV","2022-04-30 20:29:19.216000","Star Citizen"
753,Super_Waffle_Bot,"Why are you Naked? Please put your Tray tables up! I Said your Tray table Mr... - Ghostcomm ","2021-12-18 00:00:00.000000","Star Citizen"
754,Super_Waffle_Bot,"Arrived is what I think you are looking for SageWiZe - SuperPenguinTV","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
755,SageWiZe,"I do not trust Ghostcomm with a Medical Gun! - SuperPenguinTV","2022-04-30 21:22:03.167000","Star Citizen"
756,Super_Waffle_Bot,"I am not going to wear it after you have had your Sweaty eggs in it! - TheAngryMidgetLady","2021-12-18 00:00:00.000000","Star Citizen"
757,Super_Waffle_Bot,"If you like hopping between the top and the bottom! - pesteh ","2022-01-08 00:00:00.000000","Star Citizen"
758,SageWiZe,"Oh Yeah! We got a little pounding going on all over us! - Ghostcomm","2022-04-30 21:33:17.759000","Star Citizen"
759,SageWiZe,"I get screwed up and get use to the size of them! I go by the size! - SuperPenguinTV","2022-05-01 00:35:14.722000","Star Citizen"
76,SageWiZe,"Oh my god that was so a pain in the ass! - missgamerfan","2022-01-22 18:06:55.919000","Star Citizen"
760,SageWiZe,"I am fine as long as you are doing it to the back of my head! Ah you bastard! - Ghostcomm","2022-05-01 00:54:49.243000","Star Citizen"
761,ArtAndSoul7,"I’m gonna have the most liquid shits ever! -Penguin","2022-05-04 17:55:42.021000","Star Citizen"
762,Super_Waffle_Bot,"It can be Dark Rectums for one month. You have one month to really juice it out! - Resistant_gaming","2022-01-15 00:00:00.000000","Star Citizen"
763,ArtAndSoul7,"What is Pacmaning? Pacmaning people in a row! Omg don’t search that!!","2022-05-04 18:18:09.645000","Star Citizen"
764,SageWiZe,"I can put a bag of dicks in the food channel! - SuperPenguinTV","2022-05-04 21:27:11.106000","Star Citizen"
765,Ghostcomm,"What's everyone's favorite nut? - Penguin 2022","2022-05-06 10:23:35.287000","Star Citizen"
766,Ghostcomm,"Yeah cum here. It will be quicker - Penguin","2022-05-06 10:35:23.569000","Star Citizen"
767,Super_Waffle_Bot,"Can we get a bloody hell counter? -pesteh ","2021-12-29 00:00:00.000000","It Takes Two"
768,SageWiZe,"I have to jump back on top! No fuckers! Ooooops! - ArtAndSoul7","2022-01-22 00:15:23.368000","Star Citizen"
769,Super_Waffle_Bot,"Well, I am getting back to playing myself, ya'll have a good night - alamital ","2022-01-07 00:00:00.000000","Star Citizen"
77,SageWiZe,"it depends how hard she pounds it in! - SuperPenguinTV How hard does she pound it in? missgamerfan Buahahahah - thornberg84","2022-01-22 18:08:15.963000","Star Citizen"
770,Super_Waffle_Bot,"Mother Fuck Nuts! - SuperPenguinTV ","2022-01-14 00:00:00.000000","Star Citizen"
771,SageWiZe,"It's that last little bit that's hard! - SuperPenguinTV","2022-05-06 11:27:12.207000","Star Citizen"
772,Super_Waffle_Bot,"Use it like a gobstopper -Sagewize ","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
773,SageWiZe,"I just go and grab it whenever I want it! - Thornberg84","2022-05-06 11:31:23.981000","Star Citizen"
774,Super_Waffle_Bot,"I blew past him and ran into the building! - Ghostcomm ","2022-01-15 00:00:00.000000","Star Citizen"
775,SageWiZe,"You should just fart in my face! - SuperPenguinTV","2022-05-06 11:41:10.209000","Star Citizen"
776,SageWiZe,"What is your favorite nut? - SuperPenguinTV","2022-05-06 11:42:41.080000","Star Citizen"
777,SageWiZe,"Wow that one did not last very long! - Ghostcomm That's what she said! I'm going to come in between them! - Thornberg84","2022-05-06 12:30:21.457000","Star Citizen"
778,Ghostcomm,"I'm coming in between them - Thornberg","2022-05-06 12:31:13.421000","Star Citizen"
779,SageWiZe,"I am having a hard time keeping up! - resistant_gaming","2022-01-22 00:17:33.096000","Star Citizen"
78,SageWiZe,"Are we going to get our Butts pushed in? This could be bad! - thornberg84","2022-01-22 18:13:05.671000","Star Citizen"
780,SageWiZe,"Yeah! Pull it out and squeeze it! - TryDyyeCry","2022-05-06 12:33:04.156000","Star Citizen"
781,SageWiZe,"You're gaming since I got off! - CiscoPRTV","2022-05-06 12:34:58.020000","Star Citizen"
782,SageWiZe,"Pushing it out works but pulling it in does not work anymore! - Thornberg84","2022-05-06 12:38:28.953000","Star Citizen"
783,Super_Waffle_Bot,"I always chew it a bit and end up swallowing - comicstud ","2021-12-30 00:00:00.000000","Star Citizen"
784,Super_Waffle_Bot,"I can do the dirty version of the macarena ;) hehe - missgamerfan ","2022-01-07 00:00:00.000000","Star Citizen"
785,SageWiZe,"I have not done him in a long time! - SuperPenguinTV","2022-05-06 12:52:52.682000","Star Citizen"
786,Super_Waffle_Bot,"''Always number one'' SuperPengiun 2021","2021-01-10 00:00:00.000000","Star Citizen"
787,SageWiZe,"No one choose floppy like a wet noodle! - SuperPenguinTV","2022-05-12 20:19:13.328000","Star Citizen"
788,Super_Waffle_Bot,"It's Like saying Eat ME! - ArtAndSoul7 ","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
789,ArtAndSoul7,"Shirts are optional. Boobs are required. -Penguin","2022-05-12 22:22:24.717000","Star Citizen"
79,SageWiZe,"Oh Rectum got knocked off! - missgamerfan","2022-01-22 18:16:20.348000","Star Citizen"
790,SageWiZe,"I can show you where to begin SageWiZe - resistant_gaming","2022-01-22 00:21:35.879000","Star Citizen"
791,ArtAndSoul7,"I accept boob pics, dick pics. I don’t discriminate. -Penguin","2022-05-12 22:22:52.591000","Star Citizen"
792,SageWiZe,"It is hard being on the Bottom! - hekontrollz","2022-05-13 00:12:18.996000","Star Citizen"
793,ArtAndSoul7,"Yes, Your boobs disqualify you ArtAndSoul. -Penguin What about your boobs Pengiun? -Pesteh Oh my boobs are good. -Penguin","2022-05-13 20:00:36.634000","Star Citizen"
794,SageWiZe,"You got a really soft voice! - SuperPenguinTV","2022-05-14 21:30:44.231000","Star Citizen"
795,SageWiZe,"Did you just ask me to Baby Bird You? epitaphtv","2022-05-14 22:49:38.057000","Star Citizen"
796,Super_Waffle_Bot,"I can fly solo ! Don't quote me Sage! - comicstud ","2022-01-07 00:00:00.000000","Star Citizen"
797,Super_Waffle_Bot,"Makes it go in easier especially natural lube! - missgamerfan ","2022-01-14 00:00:00.000000","Star Citizen"
798,Super_Waffle_Bot,"Just don't add ketchup or you have a 1000 island dog! - Tsunamisan","2022-01-15 00:00:00.000000","Star Citizen"
799,SageWiZe,"You know that hurts! Stop shoving that laser up my rear end! It's causing me damage. - SuperPenguinTV","2022-05-14 23:35:34.351000","Star Citizen"
8,SageWiZe,"Oh come on open up! - SuperPenguinTV","2022-09-02 00:30:53.615000","Star Citizen"
80,ArtAndSoul7,"Oh, you like to go like right now, don’t you ArtAndSoul?! -Penguin","2022-09-04 19:02:32.275000","Star Citizen"
800,Super_Waffle_Bot,"that's still six inches -sagewise [Star Citizen]","2022-01-07 00:00:00.000000","Star Citizen"
801,Super_Waffle_Bot,"ball angels -Sage ","2022-01-15 00:00:00.000000","Star Citizen"
802,SageWiZe,"I am going to Come on your ship and drop off a load! - EpitaphTV","2022-05-14 23:36:11.724000","Star Citizen"
803,SageWiZe,"I forgot protection because I have a vasectomy! - EpitaphTV","2022-05-14 23:37:24.841000","Star Citizen"
804,SageWiZe,"We are going to push hard and start soft! - SuperPenguinTV","2022-05-20 22:00:02.464000","Star Citizen"
805,Super_Waffle_Bot,"Do Me said Sage WiZe Well that's an appropriate #69 - ArtAndSoul7","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
806,SageWiZe,"SageWiZe is not here to catch me on quotes this time! - EpitaphTV Yes he is! - SuperPenguinTV","2022-05-20 23:35:43.564000","Star Citizen"
807,SageWiZe,"I can not make it come out! I can not force it to to come out! - SuperPenguinTV","2022-05-21 00:19:52.826000","Star Citizen"
808,SageWiZe,"I am not a dick! I just have a short memory! - Epitaphtv","2022-05-21 02:11:10.125000","Star Citizen"
809,SuperPenguinTV,"The Galen has no Quotes to worry about - GalenReynolds","2022-05-21 02:52:50.437000","Star Citizen"
81,Super_Waffle_Bot,"What ever you like Daddy - comicstud","2021-12-19 00:00:00.000000","Star Citizen"
810,SageWiZe,"It went up briefly but went back down! - SuperPenguinTV","2022-09-04 21:58:32.438000","Star Citizen"
811,Super_Waffle_Bot,"Penguin Taught Me! - Theangrymidgetlady ","2022-01-15 00:00:00.000000","Star Citizen"
812,SageWiZe,"@ArtAndSoul7 gets wet thinking about the music bot! - SuperPenguinTV","2022-01-22 00:22:46.900000","Star Citizen"
813,Super_Waffle_Bot,"Did you say locking down or fucking down? - missgamerfan - SuperPenguinTV ","2022-01-14 00:00:00.000000","Star Citizen"
814,SageWiZe,"Did someone say penis? - ArtAndSoul7","2022-05-22 00:51:48.249000","Star Citizen"
815,ArtAndSoul7,"I’m supposed to pop it’s cherry, not you! Thorny to Penguin","2022-05-24 18:55:00.515000","Star Citizen"
816,Super_Waffle_Bot,"So I've been taking my nerds to work this week and ate them for lunch, except on Tuesday when i didn't eat them for lunch, all i had for lunch on Teusday was half of subway sub. - @missgamerfan It's still six inches - SageWiZe ","2022-01-07 00:00:00.000000","Star Citizen"
817,Super_Waffle_Bot,"If I want a sucking good time I'll do Jolly Ranchers or Gob Stoppers! - missgamerfan ","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
818,Super_Waffle_Bot,"Why is it Amazon doesn't do singles for candy! - missgamerfan","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
819,Super_Waffle_Bot,"I want gummy bears! - artandsoul7 ","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
82,SuperPenguinTV,"You are in the wrong position Ghost - SageWize","2022-01-22 18:39:44.405000","Star Citizen"
820,Super_Waffle_Bot,"Om my forever eat me quote haha - ArtAndSoul7","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
821,Super_Waffle_Bot,"Ohhh I'm so close to topping Strannex! - missgamerfan","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
822,Super_Waffle_Bot,"I actually gotta use my head -Penguin ","2021-12-08 00:00:00.000000","Star Citizen"
823,SageWiZe,"I may be a little bitch but I don't have my ball's in my wife hand bag LUL - Kstvl","2022-09-02 21:03:13.013000","Star Citizen"
824,SageWiZe,"I really waant to put my ass in your face! - resistant_gaming","2022-01-22 00:31:41.222000","Star Citizen"
825,Super_Waffle_Bot,"He is a Dick Head ! We pushed him hard but we got him there! - SuperPenguinTV","2022-01-15 00:00:00.000000","Star Citizen"
826,Super_Waffle_Bot,"I'm sure Stannex won't mind being on bottom while i'm on top! lol - missgamerfan ","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
827,Super_Waffle_Bot,"Why are you resisting? Come on in! - Ghostcomm ","2022-01-14 00:00:00.000000","Star Citizen"
828,Super_Waffle_Bot,"Lol I had no swimwear on thank god mum go tme pj's to go home in. - TheAngryMidgetLady","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
829,Super_Waffle_Bot,"Is he good? lol - missgamerfan","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
83,missgamerfan,"im getting on you fuck monkey -SuperPenguinTv","2022-01-22 18:47:45.800000","Star Citizen"
830,Super_Waffle_Bot,"Shall we shag now or shall we shag later? - ArtAndSoul7","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
831,Super_Waffle_Bot,"Eat ass that is a fetish I could never understand - SuperPenguinTV ","2022-01-07 00:00:00.000000","Star Citizen"
832,Super_Waffle_Bot,"I thought shagging was another word for fucking! - missgamerfan ","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
833,Super_Waffle_Bot,"My dirty mind is in play! - missgamerfan ","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
834,Super_Waffle_Bot,"The name is on the tip of my tongue - missgamerfan ","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
835,Super_Waffle_Bot,"I mean I am not a size 4! Just Saying ! - comicstud","2021-12-30 00:00:00.000000","Star Citizen"
836,Super_Waffle_Bot,"Oh it's totally wet, it's gushing wet! - missgamerfan ","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
837,Super_Waffle_Bot,"You can use them in a pinch but they are going to feel different! - HazelnutGames ","2022-01-15 00:00:00.000000","Star Citizen"
838,Super_Waffle_Bot,"The wetter the better! - missgamerfan","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
839,Super_Waffle_Bot,"But we like to be wet! - missgamerfan","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
84,SageWiZe,"I put a thirst trap in discord! -resistant gaming","2022-01-22 19:04:48.446000","Star Citizen"
840,Super_Waffle_Bot,"How long have we been in this elevator? - Ghostcomm We have been on this train for three loops - @pesteh","2022-01-14 00:00:00.000000","Star Citizen"
841,SageWiZe,"Stop shoving your hotdog in my face! - SuperPenguinTV","2022-05-27 14:46:29.780000","Star Citizen"
842,SuperPenguinTV,"@TryDyyeCry you know its not nice to Tip Cows ..... - SageWize","2022-05-28 22:58:43.040000","Star Citizen"
843,SageWiZe,"I always tip the hookers Twice! - TryDyyeCry","2022-05-28 23:00:14.476000","Star Citizen"
844,SageWiZe,"Geez SuperPenguinTV stop showing us your cock ring strap! - Kstvl","2022-05-28 23:39:36.624000","Star Citizen"
845,Super_Waffle_Bot,"I walked past my PC and heard two things... eating ass and Golden showers. - Ghostcomm ","2022-01-07 00:00:00.000000","Star Citizen"
846,missgamerfan,"a guy is on us -SuperPenguinTv","2022-01-22 00:38:07.385000","Star Citizen"
847,SageWiZe,"Only Striggly likes the turtle! - Tsunamisan","2022-06-02 17:21:31.368000","Star Citizen"
848,ArtAndSoul7,"I would consider wet more than moist. -Penguin","2022-06-02 17:39:42.448000","Star Citizen"
849,Super_Waffle_Bot,"You just stick it back in the Bar! @TheAngryMidgetLady Teaching the birds and Bees to the the Crew Nake Pastie Pub Crawl - TheAngryMidgetLady","2021-12-18 00:00:00.000000","Star Citizen"
85,Super_Waffle_Bot,"I will do it for pasties! - Ghostcomm ","2022-01-15 00:00:00.000000","Star Citizen"
850,SageWiZe,"You were wearing that gold wrap and I was T Bagging your ass! - SuperPenguinTV","2022-06-02 17:41:31.652000","Star Citizen"
851,SageWiZe,"Don't fuck the rock! - LawdBreaktwist","2022-06-02 20:02:37.163000","Star Citizen"
852,SageWiZe,"I'll come explore your cave! - pesteh","2022-06-09 17:05:49.437000","Star Citizen"
853,Super_Waffle_Bot,"Mam are you a female Naked Wolverine with blond hair? - SuperPenguinTV","2022-01-14 00:00:00.000000","Star Citizen"
854,SageWiZe,"LOL! Did you just snort pesteh? - SuperPenguinTV","2022-06-11 18:03:51.306000","Star Citizen"
855,SageWiZe,"Did you say you're missing a lot of head tonight? - ArtAndSoul7","2022-06-11 18:42:35.424000","Star Citizen"
856,SageWiZe,"Holy Cow! that is a lot of kidspam! - Lotus508","2022-06-11 21:04:37.542000","Star Citizen"
857,SageWiZe,"Oh wait we got a guy right up on us! Oh Fuck! - SuperPenguinTV","2022-01-22 00:38:11.349000","Star Citizen"
858,SageWiZe,"Why did my ship just shut off? No! No! - SuperPenguinTV","2022-06-12 01:56:53.803000","Star Citizen"
859,SageWiZe,"Ohhh I love body painting!! - @ArtAndSoul7","2022-06-19 22:53:42.942000","Star Citizen"
86,Super_Waffle_Bot,"So your going to pull out and wait.... OMG that sounds bad! - SuperPenguinTV","2021-12-18 00:00:00.000000","Star Citizen"
860,Super_Waffle_Bot,"i thought you on top -sagewise","2022-01-07 00:00:00.000000","Star Citizen"
861,Super_Waffle_Bot,"That's a lot of MEAT! - Ghostcomm ","2022-01-15 00:00:00.000000","Star Citizen"
862,SuperPenguinTV,"You don'","2022-07-09 15:06:10.503000","Star Citizen"
